 + TIC Scan DR_328.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
53,38.82,39.001,39.103,12327.29,128607.57,1.07,0.36,0.13,0.282,0.179,11137.59,9767.23,38.76,38.836,39.122,39.192,11137.59,9767.23,0.47,22587,,,  ,57.1,,,,,,,,,,
54,39.197,39.249,39.421,82311.66,340121.16,2.82,2.37,0.33,0.224,0.058,9636.16,8811,39.122,39.192,39.447,39.548,9636.16,8691.99,2.35,91727,,,  ,57.1,,,,,,,,,,
55,39.568,39.587,39.627,2003.48,3751.54,0.03,0.06,0,0.059,0.044,8622.17,8674.19,39.447,39.548,39.599,39.644,8622.17,8674.19,2.2,10642,,,  ,69,,,,,,,,,,
56,39.639,39.676,39.725,4426.78,10893.89,0.09,0.13,0.01,0.086,0.036,8669.64,8796.62,39.599,39.644,39.758,39.854,8669.64,8796.62,1.51,13151,,,  ,57.1,,,,,,,,,,
57,39.841,39.898,39.93,14461,45480.32,0.38,0.42,0.04,0.089,0.071,8438,17371,39.758,39.854,39.917,39.943,8249,8249,1.05,22710,,,  ,55.1,,,,,,,,,,
58,39.93,39.987,40.045,78213,285441.58,2.37,2.26,0.28,0.115,0.055,17371,28211,39.917,39.943,40.032,40.057,8249,8249,1,86462,,,  ,55.1,,,,,,,,,,
59,40.045,40.096,40.14,75715,289527.99,2.4,2.18,0.28,0.095,0.087,28211,50051,40.032,40.057,40.127,40.153,8249,8249,0.9,83964,,,  ,55.1,,,,,,,,,,
60,40.14,40.261,40.274,575482,2317436.7,19.24,16.6,2.26,0.134,0.077,50051,546331,40.127,40.153,40.274,40.28,8249,8249,0.19,583731,,,  ,57.1,,,,,,,,,,
61,40.274,40.318,40.496,979696,4169785.59,34.62,28.25,4.06,0.223,0.071,546331,35562,40.274,40.28,40.477,40.515,8249,8249,1.8,987945,,,  ,57.1,,,,,,,,,,
62,40.522,40.617,40.738,3283393.46,10485229.12,87.05,94.68,10.22,0.216,0.045,41398,73993,40.477,40.515,40.897,40.948,20147.17,23769.87,0.7,3305139,,,  ,57.1,,,,,,,,,,
63,40.929,41.018,41.136,61562.83,279820.65,2.32,1.78,0.27,0.207,0.066,25715.66,23110.92,40.897,40.948,41.19,41.273,25715.66,23110.92,1.51,86158,,,  ,57.1,,,,,,,,,,
64,41.283,41.4,41.47,12411.39,59065.97,0.49,0.36,0.06,0.186,0.059,21631.38,20197,41.19,41.273,41.463,41.521,21631.38,19703.49,0.54,32839,,,  ,57.1,,,,,,,,,,
65,41.495,41.61,41.82,40768.25,371191.2,3.08,1.18,0.36,0.324,0.147,19737,16058,41.463,41.521,41.82,41.871,19342.74,15869.25,2.01,58885,,,  ,57.1,,,,,,,,,,
66,41.864,41.921,42.03,38295.58,140089.07,1.16,1.1,0.14,0.165,0.053,15481,14145,41.82,41.871,42.011,42.061,15388.27,13762.47,1.63,53121,,,  ,57.1,,,,,,,,,,
67,42.037,42.106,42.156,20323.57,56431.33,0.47,0.59,0.05,0.118,0.043,13820.92,12803.73,42.011,42.061,42.163,42.284,13820.92,12803.73,0.83,33554,,,  ,218.2,,,,,,,,,,
68,42.276,42.329,42.365,2591.19,6764.36,0.06,0.07,0.01,0.089,0.049,11578.26,10651.03,42.163,42.284,42.348,42.418,11578.26,10651.03,0.62,13621,,,  ,207.1,,,,,,,,,,
69,42.43,42.545,42.577,193126.33,718329.04,5.96,5.57,0.7,0.146,0.062,13755,148219,42.348,42.418,42.57,42.583,10509.67,10509.67,0.47,203636,,,  ,55.1,,,,,,,,,,
70,42.577,42.64,42.704,669828.33,2690258.81,22.34,19.32,2.62,0.127,0.059,148219,152632,42.57,42.583,42.698,42.717,10509.67,10509.67,1.09,680338,,,  ,55.1,,,,,,,,,,
71,42.761,42.876,42.914,3429008.02,12044685.41,100,98.88,11.74,0.153,0.051,191241,835202,42.698,42.717,42.908,42.92,17312.61,19902.34,0.66,3448263,,,  ,57.1,,,,,,,,,,
72,42.914,42.952,43.111,1861281.07,6421893.64,53.32,53.67,6.26,0.197,0.049,835202,90629,42.908,42.92,43.105,43.124,43933.85,41412.66,1.51,1904727,,,  ,57.1,,,,,,,,,,
73,43.118,43.181,43.372,605366,2544490.25,21.13,17.46,2.48,0.254,0.054,88026,54016,43.105,43.124,43.34,43.378,41331.27,38077.99,1.8,645884,,,  ,57.1,,,,,,,,,,
74,43.372,43.391,43.474,23149.97,103152.11,0.86,0.67,0.1,0.102,0.116,54016,44067,43.34,43.378,43.455,43.48,38077.99,36776.8,1.75,60984,,,  ,57.1,,,,,,,,,,
75,43.474,43.531,43.601,53871.29,254318.01,2.11,1.55,0.25,0.127,0.078,44067,52243,43.455,43.48,43.595,43.626,36776.8,35150.05,1.25,89916,,,  ,57.1,,,,,,,,,,
76,43.601,43.677,43.735,31917.78,152638.6,1.27,0.92,0.15,0.134,0.1,52243,33594,43.595,43.626,43.728,43.754,35150.05,33442.13,0.59,66092,,,  ,57.1,,,,,,,,,,
77,43.735,43.875,44.008,42141.89,323455.83,2.69,1.22,0.32,0.274,0.129,33594,35011,43.728,43.754,43.989,44.04,33208.77,29962.59,0.97,73690,,,  ,55.1,,,,,,,,,,
78,44.008,44.11,44.288,39989.18,306119.49,2.54,1.15,0.3,0.28,0.112,35011,26991,43.989,44.04,44.301,44.377,29962.59,26641.07,1.13,68744,,,  ,57.1,,,,,,,,,,
79,44.377,44.415,44.473,23994.54,74242.43,0.62,0.69,0.07,0.096,0.049,25169.91,28034,44.301,44.377,44.46,44.485,25169.91,23912.84,2,48658,,,  ,55,,,,,,,,,,
80,44.473,44.53,44.646,19521.55,73677.14,0.61,0.56,0.07,0.173,0.058,28034,21641.44,44.46,44.485,44.676,44.835,23912.84,21641.44,0.69,42684,,,  ,207,,,,,,,,,,
81,44.956,45.064,45.198,955568.98,4910264.65,40.77,27.56,4.78,0.242,0.061,59220,199090,44.676,44.835,45.185,45.211,25808.78,33746.95,2.2,984929,,,  ,55.1,,,,,,,,,,
82,45.198,45.338,45.535,1829737.3,10761135.39,89.34,52.76,10.49,0.337,0.065,199090,114141,45.185,45.211,45.86,45.955,30636.72,37167.54,1.05,1863085,,,  ,57.1,,,,,,,,,,
83,45.942,45.98,46.012,4599.17,9610.67,0.08,0.13,0.01,0.069,0.144,43893.4,42754.97,45.86,45.955,46.095,46.178,43893.4,42754.97,0.21,47866,,,  ,57.1,,,,,,,,,,
84,46.229,46.273,46.324,6244.71,21016.7,0.17,0.18,0.02,0.095,0.059,41046,40992,46.095,46.178,46.318,46.413,40505.35,40282.35,0.99,46646,,,  ,207,,,,,,,,,,
85,46.356,46.61,47.087,47820.59,844818.42,7.01,1.38,0.82,0.732,0.271,40116,39360,46.318,46.413,47.119,47.31,39482.84,38794.45,2,87064,,,  ,257.2,,,,,,,,,,
86,47.329,47.412,47.536,56263.55,319592.49,2.65,1.62,0.31,0.207,0.097,41603,59630,47.119,47.31,47.52,47.603,41065.91,59630,3.28,104756,,,  ,55.1,,,,,,,,,,
87,47.584,47.628,47.762,11225.6,72228.2,0.6,0.32,0.07,0.178,0.105,57712,48941,47.52,47.603,48.595,48.735,57238.43,48310.33,1.24,66232,,,  ,57.1,,,,,,,,,,
88,49.73,49.804,50.071,7961.46,80333.17,0.67,0.23,0.08,0.341,0.171,28476.37,28136,49.378,49.734,50.504,51.165,28476.37,27716.18,3.67,36273,,,  ,207,,,,,,,,,,
89,51.16,51.229,51.356,9787.08,54285.11,0.45,0.28,0.05,0.196,0.099,26921.94,27908,50.504,51.165,51.77,52.082,26921.94,27707.47,2.88,36984,,,  ,207,,,,,,,,,,
90,53.297,53.577,53.939,6904.82,159418.05,1.32,0.2,0.16,0.643,0.714,23758,24714,52.807,52.858,53.914,54.346,23303.85,24714,1.98,30823,,,  ,207,,,,,,,,,,
91,54.541,54.677,54.913,25629.34,238932.92,1.98,0.74,0.23,0.372,0.127,28947.53,31255,54.397,54.531,54.855,54.957,28947.53,30487.11,1.9,55141,,,  ,207,,,,,,,,,,
92,54.913,55.053,55.091,19520.22,108901.61,0.9,0.56,0.11,0.178,0.223,31255,45676,54.855,54.957,55.065,55.218,30440.91,30832.78,1.57,50269,,,  ,207,,,,,,,,,,
93,55.091,55.307,56.119,22942.66,606971.02,5.04,0.66,0.59,1.028,0.453,45676,28488.94,55.065,55.218,56.726,56.815,32200.37,28488.94,1.7,54362,,,  ,207,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 + TIC Scan DR_332.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
1,4.093,4.131,4.279,35210.86,127084.87,0.41,0.45,0.06,0.185,0.047,36957,21822.04,4.093,4.1,4.564,4.698,25868.91,21822.04,1.63,60247,,,  ,281,,,,,,,,,,
2,5.182,5.245,5.264,2263.22,5205.42,0.02,0.03,0,0.082,0.056,10553.26,10696,5.022,5.194,5.588,5.868,10553.26,10475.61,0.32,12757,,,  ,41.1,,,,,,,,,,
3,5.876,5.97,6.059,3719.53,23450.54,0.08,0.05,0.01,0.183,0.189,8527.07,9616,5.588,5.868,6.008,6.078,8527.07,8961.05,1.18,12469,,,  ,57.1,,,,,,,,,,
4,6.059,6.104,6.197,3803.15,19318.25,0.06,0.05,0.01,0.138,0.091,9616,9289.39,6.008,6.078,6.18,6.275,8961.05,9289.39,0.97,12870,,,  ,57.1,,,,,,,,,,
5,6.453,6.517,6.625,7698.99,34130.01,0.11,0.1,0.02,0.172,0.082,9160,9349,6.301,6.473,6.593,6.835,9160,9349,1.99,16929,,,  ,43.1,,,,,,,,,,
6,7.405,7.446,7.633,12737.48,53838.38,0.17,0.16,0.03,0.228,0.049,7389.81,6720.81,7.249,7.408,8.197,8.655,7389.81,6720.81,2.68,20008,,,  ,73,,,,,,,,,,
7,9.916,9.984,10.748,32413.88,648017.72,2.11,0.42,0.32,0.832,0.352,5807.75,14172,9.749,9.914,10.665,10.92,5807.75,14078.1,15.01,38905,,,  ,69.1,,,,,,,,,,
8,11.708,11.753,11.877,14118.04,44625.79,0.15,0.18,0.02,0.169,0.043,14923,14373.16,11.677,11.715,15.08,15.551,14567.14,14373.16,1.68,28634,,,  ,73.1,,,,,,,,,,
9,16.049,16.149,16.245,1580.21,8400.46,0.03,0.02,0,0.195,0.242,3960.38,4125,15.984,16.143,17.867,18.319,3960.38,3945.52,1,5533,,,  ,41.1,,,,,,,,,,
10,19.885,19.928,20.011,2626.9,10031.81,0.03,0.03,0,0.126,0.068,2613.55,2685,19.661,19.858,20.03,20.488,2613.55,2606.44,1.92,5238,,,  ,355,,,,,,,,,,
11,21.379,21.62,21.996,6588.53,142885.08,0.46,0.08,0.07,0.617,0.419,3339,4334.09,21.156,21.366,22.263,22.632,3242.83,4334.09,1.6,10259,,,  ,69.1,,,,,,,,,,
12,22.632,22.645,22.944,1813.43,15517.7,0.05,0.02,0.01,0.312,0.447,3295,2255,22.263,22.632,23.058,23.224,3295,2255,0.31,5066,,,  ,41.1,,,,,,,,,,
13,23.224,23.287,23.381,3045.1,13268.78,0.04,0.04,0.01,0.157,0.078,3328.79,3309.1,23.058,23.224,23.345,23.44,3328.79,3309.1,1.6,6366,,,  ,73,,,,,,,,,,
14,23.389,23.484,23.561,2486.18,10211.41,0.03,0.03,0,0.172,0.076,3224,3084,23.345,23.44,23.605,23.733,3114.67,3064.54,0.77,5573,,,  ,41,,,,,,,,,,
15,24.051,24.121,24.432,10388.65,97627.33,0.32,0.13,0.05,0.382,0.165,3804.87,4338,23.752,24.044,24.426,24.572,3804.87,4314.83,4.12,14287,,,  ,69.1,,,,,,,,,,
16,24.565,24.636,24.846,3829.42,33000.48,0.11,0.05,0.02,0.281,0.152,4081.99,4005.34,24.426,24.572,25.514,25.73,4081.99,4005.34,3.05,7892,,,  ,57.1,,,,,,,,,,
17,26.506,26.621,26.735,1383.77,11632.01,0.04,0.02,0.01,0.229,0.234,2315,2418,26.296,26.487,26.831,27.022,2290.13,2264.34,1.1,3661,,,  ,57,,,,,,,,,,
18,27.022,27.098,27.238,1920.33,15529.65,0.05,0.02,0.01,0.216,0.172,2308,2122,26.831,27.022,27.467,27.722,2167.35,2035.08,1.81,4041,,,  ,43,,,,,,,,,,
19,27.772,27.836,28.014,4392.57,32606.06,0.11,0.06,0.02,0.242,0.166,2779.17,4131,27.467,27.722,28.021,28.103,2779.17,4013.94,3.69,7499,,,  ,41,,,,,,,,,,
20,28.224,28.281,28.476,37793.08,202479.34,0.66,0.49,0.1,0.252,0.076,10841,11012.43,28.021,28.103,28.809,28.905,10671.49,11012.43,3.55,48542,,,  ,57.1,,,,,,,,,,
21,29.498,29.592,29.732,2739.23,17537.7,0.06,0.04,0.01,0.234,0.124,2380.27,2354.1,29.172,29.369,29.751,29.827,2380.27,2354.1,1.38,5109,,,  ,41,,,,,,,,,,
22,29.975,30.044,30.158,52652,293158.42,0.95,0.68,0.14,0.183,0.087,2908.63,9503,29.751,29.827,30.152,30.177,2908.63,2978.88,2.63,55587,,,  ,57.1,,,,,,,,,,
23,30.158,30.222,30.413,16433.74,101844,0.33,0.21,0.05,0.254,0.094,9503,3215,30.152,30.177,30.362,30.444,2978.88,3076.39,1.85,19437,,,  ,57.1,,,,,,,,,,
24,30.425,30.483,30.577,9633.8,37376.53,0.12,0.12,0.02,0.152,0.056,3434,3139.43,30.362,30.444,30.794,30.941,3081.26,3139.43,2.04,12737,,,  ,43,,,,,,,,,,
25,30.955,31.011,31.157,636141.62,3691133.13,12,8.2,1.8,0.202,0.079,9419.85,182658,30.794,30.941,31.144,31.157,9419.85,29060.8,3.49,650987,,,  ,55.1,,,,,,,,,,
26,31.157,31.202,31.278,339470.42,1210678.73,3.93,4.38,0.59,0.121,0.05,182658,125934,31.144,31.157,31.265,31.284,84702.76,71735.36,1.44,419396,,,  ,55.1,,,,,,,,,,
27,31.278,31.322,31.431,137681.81,499983.97,1.62,1.78,0.24,0.153,0.057,125934,55786,31.265,31.284,31.488,31.551,71735.36,55356.72,0.87,204640,,,  ,55.1,,,,,,,,,,
28,31.617,31.691,31.812,2199342.75,6200430.59,20.15,28.35,3.02,0.195,0.043,47170.33,50059,31.596,31.615,32.06,32.13,47170.33,44839.22,0.69,2245625,,,  ,57.1,,,,,,,,,,
29,32.13,32.162,32.226,5623.86,17605.97,0.06,0.07,0.01,0.095,0.046,19746,18424,32.06,32.13,32.194,32.251,19296.3,16977.24,1.15,24147,,,  ,41.1,,,,,,,,,,
30,32.226,32.27,32.333,8783.66,29226.69,0.09,0.11,0.01,0.107,0.049,18424,14697.44,32.194,32.251,32.608,32.773,16971.5,14697.44,0.69,24806,,,  ,57,,,,,,,,,,
31,32.767,32.83,33.001,41405.28,215711.16,0.7,0.53,0.11,0.234,0.083,8099.54,12748.35,32.608,32.773,32.977,33.034,8099.54,12748.35,2.75,50763,,,  ,57.1,,,,,,,,,,
32,33.032,33.072,33.14,14049.07,47287.56,0.15,0.18,0.02,0.108,0.055,12680.08,11963.37,32.977,33.034,33.136,33.161,12680.08,11963.37,1.53,26465,,,  ,55,,,,,,,,,,
33,33.164,33.199,33.256,16512.5,51543.54,0.17,0.21,0.03,0.092,0.05,12832.5,15834,33.136,33.161,33.25,33.256,12832.5,12832.5,1.88,29345,,,  ,55.1,,,,,,,,,,
34,33.256,33.307,33.414,115501.13,334875.64,1.09,1.49,0.16,0.157,0.044,15834,10878.15,33.25,33.256,33.403,33.435,11638.17,10878.15,1.37,126893,,,  ,57.1,,,,,,,,,,
35,33.433,33.492,33.778,316718.92,1752790.96,5.7,4.08,0.85,0.345,0.075,10801.46,14258,33.403,33.435,33.982,34.039,10801.46,9255.65,3.44,327257,,,  ,57.1,,,,,,,,,,
36,34.021,34.084,34.121,4209.12,12923.18,0.04,0.05,0.01,0.101,0.116,7651.68,7124.9,33.982,34.039,34.217,34.281,7651.68,7124.9,0.34,11532,,,  ,57,,,,,,,,,,
37,34.363,34.44,34.523,410521.39,1448611.73,4.71,5.29,0.71,0.159,0.05,35709,45540,34.217,34.281,34.516,34.523,10093.49,11066.58,1.72,421082,,,  ,57.1,,,,,,,,,,
38,34.523,34.567,34.707,172579.67,624479.77,2.03,2.22,0.3,0.184,0.054,45540,12234.33,34.516,34.523,34.694,34.752,12234.33,12234.33,1.26,184814,,,  ,55.1,,,,,,,,,,
39,34.802,34.892,35.051,3685802.13,11593212.27,37.67,47.52,5.65,0.248,0.047,23865,35138,34.694,34.752,35.28,35.343,12618.33,11494.39,0.66,3698017,,,  ,57.1,,,,,,,,,,
40,35.356,35.407,35.563,69346.54,317191.6,1.03,0.89,0.15,0.207,0.069,12753.77,10805.79,35.28,35.343,35.56,35.623,12753.77,10805.79,2.3,81619,,,  ,57.1,,,,,,,,,,
41,35.585,35.655,35.726,4563.1,18491.28,0.06,0.06,0.01,0.141,0.063,9411,8655.78,35.56,35.623,35.763,35.814,9212.53,8655.78,0.46,13499,,,  ,57.1,,,,,,,,,,
42,35.918,35.998,36.081,32744.39,155318.4,0.5,0.42,0.08,0.163,0.072,8866.74,15722,35.89,35.935,36.068,36.094,8866.74,9190.6,1.63,41771,,,  ,57.1,,,,,,,,,,
43,36.081,36.119,36.208,11400.68,54613.82,0.18,0.15,0.03,0.127,0.094,15722,11378,36.068,36.094,36.183,36.215,9190.6,9442.94,1.87,20667,,,  ,57,,,,,,,,,,
44,36.208,36.259,36.317,12025.16,48053.03,0.16,0.16,0.02,0.108,0.073,11378,13983,36.183,36.215,36.298,36.323,9442.94,9657.4,0.83,21569,,,  ,55.1,,,,,,,,,,
45,36.317,36.38,36.558,263623.45,875625.61,2.85,3.4,0.43,0.242,0.048,13983,10424,36.298,36.323,36.527,36.565,9657.4,10136.78,1.54,273407,,,  ,57.1,,,,,,,,,,
46,36.558,36.628,36.813,158621.44,837753.54,2.72,2.05,0.41,0.254,0.078,10424,13350,36.527,36.565,36.8,36.832,10136.78,10641.42,2.53,168897,,,  ,57.1,,,,,,,,,,
47,36.813,36.876,36.946,9005.43,40480.43,0.13,0.12,0.02,0.133,0.074,13350,10905.22,36.8,36.832,36.953,36.997,10641.42,10905.22,0.82,19773,,,  ,57.1,,,,,,,,,,
48,37.013,37.035,37.067,3231.3,5210.22,0.02,0.04,0,0.054,0.031,11038.9,11479,36.953,36.997,37.061,37.093,11038.9,11147.13,1.98,14315,,,  ,43.1,,,,,,,,,,
49,37.087,37.131,37.188,21684.51,64334.68,0.21,0.28,0.03,0.101,0.046,11147.91,11530,37.061,37.093,37.188,37.214,11147.91,11301.46,1.45,32899,,,  ,55,,,,,,,,,,
50,37.214,37.252,37.309,14597.45,46993.15,0.15,0.19,0.02,0.095,0.054,11353.75,15485,37.188,37.214,37.29,37.322,11353.75,11506.24,1.99,26012,,,  ,55.1,,,,,,,,,,
51,37.354,37.449,37.525,636440.65,2479421.26,8.06,8.21,1.21,0.172,0.05,34292,165621,37.29,37.322,37.519,37.525,11577.55,11852.57,1.27,648171,,,  ,57.1,,,,,,,,,,
52,37.525,37.57,37.697,496091.12,1801986.95,5.86,6.4,0.88,0.172,0.053,165621,24267,37.519,37.525,37.684,37.71,11852.57,12127.62,1.25,508015,,,  ,43.1,,,,,,,,,,
53,37.754,37.894,38.015,7756510.42,30772109.55,100,100,15,0.261,0.061,47527,72735,37.684,37.71,38.187,38.238,20663.7,24797.07,0.34,7779392,,,  ,57.1,,,,,,,,,,
54,38.245,38.302,38.466,208206.59,901787.34,2.93,2.68,0.44,0.221,0.061,34259.18,25492.91,38.187,38.238,38.492,38.55,34259.18,25492.91,1.92,240226,,,  ,57.1,,,,,,,,,,
55,38.531,38.562,38.588,3525.57,8783.53,0.03,0.05,0,0.057,0.049,19643,18623,38.492,38.55,38.588,38.62,19643,18623,0.34,22602,,,  ,57.1,,,,,,,,,,
56,38.635,38.651,38.793,5403.58,27600.36,0.09,0.07,0.01,0.158,0.095,21300.68,19125.57,38.588,38.62,38.779,38.817,21300.68,19125.57,8.04,26478,,,  ,57.1,,,,,,,,,,
57,38.821,38.9,38.925,16948.32,60625.24,0.2,0.22,0.03,0.104,0.121,20350.98,31547,38.779,38.817,38.925,38.982,20350.98,20632.59,1.27,37512,,,  ,57.1,,,,,,,,,,
58,38.925,39.008,39.054,14416.28,82565.35,0.27,0.19,0.04,0.129,0.107,31547,20981.82,38.925,38.982,39.116,39.167,20632.59,20981.82,0.49,35273,,,  ,57.1,,,,,,,,,,
59,39.17,39.243,39.434,194557.1,765865.76,2.49,2.51,0.37,0.264,0.053,12472.74,12308,39.116,39.167,39.485,39.561,12472.74,11595.21,2.03,206787,,,  ,57.1,,,,,,,,,,
60,39.635,39.676,39.775,9887.81,35813.38,0.12,0.13,0.02,0.14,0.052,11806.05,12091.6,39.485,39.561,39.778,39.828,11806.05,12091.6,2.68,21777,,,  ,57.1,,,,,,,,,,
61,39.829,39.892,39.924,23678.62,76840.04,0.25,0.31,0.04,0.095,0.065,12441.52,27923,39.778,39.828,39.917,39.93,12441.52,12951.68,0.9,36460,,,  ,55.1,,,,,,,,,,
62,39.924,39.981,40.038,124828.65,448356.36,1.46,1.61,0.22,0.115,0.054,27923,39892,39.917,39.93,40.032,40.045,12951.68,13564.93,1,138087,,,  ,55.1,,,,,,,,,,
63,40.038,40.089,40.14,104225.49,424856.92,1.38,1.34,0.21,0.102,0.085,39892,73015,40.032,40.045,40.127,40.146,13564.93,14110.09,1,118063,,,  ,55.1,,,,,,,,,,
64,40.14,40.261,40.28,930552.64,3880680.77,12.61,12,1.89,0.14,0.078,73015,810899,40.127,40.146,40.28,40.286,14110.09,14859.55,0.27,945310,,,  ,57.1,,,,,,,,,,
65,40.28,40.318,40.496,1468667.97,5781047.69,18.79,18.93,2.82,0.216,0.065,810899,47973,40.28,40.286,40.477,40.503,14859.55,16017.97,1.99,1483732,,,  ,57.1,,,,,,,,,,
66,40.515,40.636,40.757,5886123.54,20900808.25,67.92,75.89,10.19,0.242,0.052,54777,93105,40.477,40.503,40.891,40.948,34375.72,41866.7,0.45,5924245,,,  ,57.1,,,,,,,,,,
67,40.942,41.005,41.153,136548.43,625130.68,2.03,1.76,0.3,0.211,0.067,46057,31558.65,40.891,40.948,41.183,41.241,45525.86,31558.65,1.78,177867,,,  ,57.1,,,,,,,,,,
68,41.266,41.387,41.45,29195.17,147278.59,0.48,0.38,0.07,0.183,0.062,31556.56,34331.01,41.183,41.241,41.457,41.495,31556.56,34331.01,0.53,62579,,,  ,57.1,,,,,,,,,,
69,41.497,41.597,41.805,84439.95,756032.82,2.46,1.09,0.37,0.308,0.15,33718.34,25110.21,41.457,41.495,41.82,41.858,33718.34,25110.21,1.99,115358,,,  ,57.1,,,,,,,,,,
70,41.857,41.909,42.042,61151.46,246818.31,0.8,0.79,0.12,0.185,0.059,23125.96,19717,41.82,41.858,42.157,42.259,23125.96,19361.62,2.04,83226,,,  ,57.1,,,,,,,,,,
71,42.263,42.316,42.346,3571.11,10935.65,0.04,0.05,0.01,0.083,0.053,16442.33,16058.65,42.157,42.259,42.335,42.386,16442.33,16058.65,0.53,19771,,,  ,57.1,,,,,,,,,,
72,42.43,42.545,42.577,338931.36,1240360.67,4.03,4.37,0.6,0.146,0.065,24195,256315,42.335,42.386,42.57,42.583,17165.22,18587.99,0.53,357210,,,  ,55.1,,,,,,,,,,
73,42.577,42.64,42.704,1338512.48,5321914.43,17.29,17.26,2.59,0.127,0.058,256315,282410,42.57,42.583,42.698,42.71,18587.99,19825.05,1,1357719,,,  ,55.1,,,,,,,,,,
74,42.774,42.895,42.933,7278213.67,26511174.62,86.15,93.83,12.92,0.159,0.053,340214,1621291,42.698,42.71,42.927,42.933,30010.8,35184.96,0.48,7312157,,,  ,57.1,,,,,,,,,,
75,42.933,42.978,43.098,4463945.78,13826438.4,44.93,57.55,6.74,0.165,0.046,1621291,164135,42.927,42.933,43.105,43.118,116867.68,103523.69,0.88,4577221,,,  ,57.1,,,,,,,,,,
76,43.118,43.188,43.347,2105935.22,6939140.78,22.55,27.15,3.38,0.229,0.046,151045,98223,43.105,43.118,43.461,43.499,101984.26,83508.38,1.26,2202274,,,  ,57.1,,,,,,,,,,
77,43.467,43.544,43.643,70932.88,306069.36,0.99,0.91,0.15,0.176,0.062,76247,59588.09,43.461,43.499,43.677,43.741,73758.19,59588.09,0.79,138532,,,  ,57.1,,,,,,,,,,
78,43.741,43.856,43.974,103423.2,621950.82,2.02,1.33,0.3,0.233,0.107,53220.69,61375.51,43.677,43.741,43.957,44.002,53220.69,61375.51,0.97,160640,,,  ,55.1,,,,,,,,,,
79,43.989,44.104,44.306,107694.9,755549.22,2.46,1.39,0.37,0.317,0.1,61586,39572.92,43.957,44.002,44.314,44.384,61182.86,39572.92,1.13,161059,,,  ,57.1,,,,,,,,,,
80,44.366,44.422,44.473,12063.05,42783.11,0.14,0.16,0.02,0.106,0.063,35511.66,32685,44.314,44.384,44.619,44.721,35511.66,32266.35,0.85,45885,,,  ,57.1,,,,,,,,,,
81,44.727,44.746,44.797,3882.77,11433.55,0.04,0.05,0.01,0.07,0.073,25610,25369,44.619,44.721,44.797,44.861,25610,25369,1.57,29427,,,  ,57,,,,,,,,,,
82,44.943,45.071,45.128,3073075.5,11970139.22,38.9,39.62,5.83,0.185,0.052,111417,538317,44.797,44.861,45.122,45.134,25805.5,25805.5,0.82,3098881,,,  ,55.1,,,,,,,,,,
83,45.128,45.147,45.198,559345.5,2046427.4,6.65,7.21,1,0.07,0.083,538317,386207,45.122,45.134,45.192,45.204,25805.5,25805.5,2.25,585151,,,  ,55.1,,,,,,,,,,
84,45.198,45.363,45.484,6046769.04,28444188.18,92.43,77.96,13.86,0.286,0.057,386207,266386,45.192,45.204,45.548,45.567,49619.08,67628.41,0.48,6106793,,,  ,57.1,,,,,,,,,,
85,45.554,45.605,45.783,124356.88,688263.49,2.24,1.6,0.34,0.229,0.101,164500,83016.5,45.548,45.567,45.821,45.91,105093.22,83016.5,1.57,224549,,,  ,57.1,,,,,,,,,,
86,45.903,45.949,46.015,21554.71,78355.85,0.25,0.28,0.04,0.113,0.057,74559.46,69533.69,45.821,45.91,46.063,46.139,74559.46,69533.69,1.16,94062,,,  ,57.1,,,,,,,,,,
87,46.164,46.229,46.343,32914.66,150473.15,0.49,0.42,0.07,0.179,0.065,64603.77,59645.17,46.063,46.139,46.343,46.394,64603.77,59645.17,1.5,95734,,,  ,55.1,,,,,,,,,,
88,46.394,46.578,46.928,29973.68,451267.55,1.47,0.39,0.22,0.534,0.229,56725,45378,46.343,46.394,47.196,47.246,56697.42,44745.19,0.91,82545,,,  ,57.1,,,,,,,,,,
89,47.259,47.361,47.507,236736.75,1415798.11,4.6,3.05,0.69,0.248,0.079,44517.5,94234,47.196,47.246,47.501,47.539,44517.5,48460.03,2.92,282869,,,  ,55.1,,,,,,,,,,
90,47.507,47.596,47.799,65067.14,560648.63,1.82,0.84,0.27,0.292,0.129,94234,56893.64,47.501,47.539,48.411,48.474,74243.17,56893.64,1.35,134016,,,  ,57.1,,,,,,,,,,
